Probdriverdeath,carleft_impdeath,carfront_impdeath,so_lowerhingepillarmaxcm,so_footrestcm,so_lefttoepancm,so_brakepedalcm,so_parkingbrakecm,so_rockerpanellateralaveragecm,so_steeringcolumn,so_upperhingepillarmaxcm,so_upperdashcm,so_lowerinstrumentpanelcm,so_headheadhic15,so_necknecktensionkn,so_maximumnij,so_kneethighhipinjuryrisk,so_maximumtibiaindex,so_tibiaaxialforcekn,so_footaccelerationg,mo_footwellintrusionfootrestcm,mo_brakepedalcm,mo_apillarrearwardmovementcm,mo_headheadhic15,mo_necknecktensionkn,mo_maximumnij,mo_femurkn,mo_kneedisplacementmm,mo_maximumtibiaindex,mo_tibiaaxialforcekn,mo_footaccelerationg,mo_instrpanelrearmovement,mo_footwellintrusion,sd_bpillarto,sd_headhic15,sd_necknecktensionkn,sd_compressionkn,sd_torsomaximumdeflection,sd_averagedeflectionmm,sd_maximumdeflectionratems,sd_maximumviscouscriterionms,sd_pelvisiliacforcekn,sd_acetabulumforcekn,sd_combinedforcekn,sd_leftfemurleftfemurlmforcekn,sd_lmmomentnm,sd_apmomentnm,rf_curbweight,rf_peakforce,rf_strengthtoweightratio,rolloverpossibilityAvg,rolloverpossibilityAvg,med_lengthins,med_widthins,med_heighthins,med_weightlbs,med_epa_combined,RatingsMissing_SO,RatingsMissing_SD,RatingsMissing_MO,RatingsMissing_RF,RatingsMissing_SD_By_Year_FE,RatingsMissing_SO_By_Year_FE,RatingsMissing_MO_By_Year_FE,RatingsMissing_RF_By_Year_FE,RolloverPossYearMissing,floor_iihs_overall_sd,floor_iihs_overall_mo,floor_iihs_overall_so_driver,floor_iihs_overall_rf
.0000116,4,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,175.63,71.18,51.57,3075,21.6,1,1,1,1,"20071","20071","20071","20071","2007",-99,-99,-99,-99
3.13e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,170.4,70.9,51,2855,24.049999,1,1,1,1,"20051","20051","20051","20051","2005",-99,-99,-99,-99
3.73e-06,0,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,170.4,70.9,51,2855,24.049999,1,1,1,1,"20061","20061","20061","20061","2006",-99,-99,-99,-99
2.13e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,171.6,70.9,50.9,2877,27.049999,1,1,1,1,"20071","20071","20071","20071","2007",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,171.6,70.9,50.9,2877,24.049999,1,1,1,1,"20081","20081","20081","20081","2008",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,170.9,70.9,50.9,2944,,1,1,1,1,"20091","20091","20091","20091","2009",-99,-99,-99,-99
.000012,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,172.1,70.9,50.9,2943,22.6,1,1,1,1,"20101","20101","20101","20101","2010",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,172.1,70.9,50.9,2943,22.6,1,1,1,1,"20111","20111","20111","20111","2011",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,172.1,76.9,50.9,2943,22.6,1,1,1,1,"20121","20121","20121","20121","2012",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,172.2,70.9,50.1,2888,24.5,1,1,1,1,"20131","20131","20131","20131","2013",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,172.4,70.9,50.5,2888,24.5,1,1,1,1,"20151","20151","20151","20151","2015",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,172.4,70.9,50.5,2888,24.5,1,1,1,1,"20161","20161","20161","20161","2016",-99,-99,-99,-99
4.27e-06,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,188.2,75.9,66.9,4762,17.799999,1,1,1,1,"20051","20051","20051","20051","2005",-99,-99,-99,-99
5.55e-06,1,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,188.2,75.9,66.9,4762,16.799999,1,1,1,1,"20061","20061","20061","20061","2006",-99,-99,-99,-99
2.42e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,188.9,75.9,66.9,4784,16.700001,1,1,1,1,"20081","20081","20081","20081","2008",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,188.9,75.9,66.9,4762,16.700001,1,1,1,1,"20091","20091","20091","20091","2009",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,188.9,75.9,66.9,4762,16.700001,1,1,1,1,"20101","20101","20101","20101","2010",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,190.8,76.3,67.4,4398,18.15,1,1,1,1,"20111","20111","20111","20111","2011",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,190.8,76.3,67.1,4398,18.15,1,1,1,1,"20121","20121","20121","20121","2012",-99,-99,-99,-99
9.43e-07,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,190.8,76.3,66.9,4668,19.974999,1,1,1,1,"20131","20131","20131","20131","2013",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,191.1,78.7,67.4,4916.5,28.65,1,1,1,1,"20151","20151","20151","20151","2015",-99,-99,-99,-99
3.41e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,191.1,78.7,67.15,4865.5,27.799999,1,1,1,1,"20161","20161","20161","20161","2016",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,191.1,78.7,67.4,4850.5,27.300002,1,1,1,1,"20171","20171","20171","20171","2017",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,172.4,70.9,50.9,2888,24.5,1,1,1,1,"20151","20151","20151","20151","2015",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,184.3,76.1,63.4,4112,19.700001,1,1,1,1,"20151","20151","20151","20151","2015",-99,-99,-99,-99
4.27e-06,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,195.6,76,55.8,3968,19.6,1,1,1,1,"20101","20101","20101","20101","2010",-99,-99,-99,-99
3.54e-06,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,195.7,76,55.8,3880,22.049999,1,1,1,1,"20111","20111","20111","20111","2011",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,195.65,76,55.8,3924,23.825,1,1,1,1,"20121","20121","20121","20121","2012",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,195.7,76,55.8,4122.5,23.825,1,1,1,1,"20131","20131","20131","20131","2013",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,197.4,76,55.8,4260.5,30.475001,1,1,1,1,"20151","20151","20151","20151","2015",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,197.4,76,55.8,4260.5,30.475001,1,1,1,1,"20161","20161","20161","20161","2016",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,198.8,76.3,56,4123,21.5,1,1,1,1,"20171","20171","20171","20171","2017",-99,-99,-99,-99
3.90e-06,3,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,10,1,138,1.3,.25,1.6,4,2.2,.56,65.5,1.5,9.333333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.118,.118,173.8,68.1,57.7,3070,25.15,1,1,0,1,"20051","20051","20050","20051","0",-99,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,10,1,138,1.3,.25,1.6,4,2.2,.56,65.5,1.5,9.333333,-5.5,325,.8,.3,39,32,5.24,.88,2,3.2,5.1,1,195,23,-99,-99,-99,.118,.118,173.8,68.1,57.7,3070,25.15,1,0,0,1,"20060","20061","20060","20061","0",4,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,8,1,174,.7,.17,.4,0,2.6,.575,80,3,9,-16.5,227,.9,0,38,30,2.9,.44,1.5,1.3,2.6,.6,153,49,4505,18652,4.14,.1715,.1715,190.1,75,66.1,4450,21.15,1,0,0,0,"20110","20111","20110","20110","0",4,4,-99,4
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,8,1,174,.7,.17,.4,0,2.6,.575,80,3,9,-16.5,227,.9,0,38,30,2.9,.44,1.5,1.3,2.6,.6,153,49,4505,18652,4.14,.1715,.1715,,,,,,1,0,0,0,"20120","20121","20120","20120","0",4,4,-99,4
.0000196,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,17,22,6,397,1.4,.31,3.8,0,2.5,.78,116.5,6,16,-.5,326,2.4,0,56,40,7.46,1.68,1.3,2.3,3.4,.2,106,-30,-99,-99,-99,-99,-99,193.4,75.4,,,17.700001,1,0,0,1,"20050","20051","20050","20051","2005",2,3,-99,-99
3.57e-06,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,17,22,6,397,1.4,.31,3.8,0,2.5,.78,116.5,6,16,-.5,326,2.4,0,56,40,7.46,1.68,1.3,2.3,3.4,.2,106,-30,-99,-99,-99,-99,-99,193.2,75.4,68.5,4770,17.700001,1,0,0,1,"20060","20061","20060","20061","2006",2,3,-99,-99
4.16e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,17,22,6,397,1.4,.31,3.8,0,2.5,.78,116.5,6,16,-.5,326,2.4,0,56,40,7.46,1.68,1.3,2.3,3.4,.2,106,-30,-99,-99,-99,.191,.191,193.2,75.4,68.5,4770,17.700001,1,0,0,1,"20070","20071","20070","20071","0",2,3,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,17,22,6,397,1.4,.31,3.8,0,2.5,.78,116.5,6,16,-.5,326,2.4,0,56,40,7.46,1.68,1.3,2.3,3.4,.2,106,-30,-99,-99,-99,.191,.191,193.2,75.4,68.5,4720,16.700001,1,0,0,1,"20080","20081","20080","20081","0",2,3,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,17,22,6,397,1.4,.31,3.8,0,2.5,.78,116.5,6,16,-.5,326,2.4,0,56,40,7.46,1.68,1.3,2.3,3.4,.2,106,-30,-99,-99,-99,.191,.191,193.2,75.4,68.5,4720,16.700001,1,0,0,1,"20090","20091","20090","20091","0",2,3,-99,-99
9.11e-06,2,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,5,1,265,1,.22,1,0,2.25,.455,102,0,8,-6.5,329,1.5,.1,44,38,5.11,1.16,2,3.1,4.9,1,79,18,-99,-99,-99,-99,-99,170.5,69,57.4,2921,,1,0,0,1,"20080","20081","20080","20081","2008",2,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,170.5,69,57.4,2800,27.6,1,1,1,1,"20091","20091","20091","20091","2009",-99,-99,-99,-99
.000015,12,26,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,7,2,360,1.7,.31,4.75,2.5,2.25,.82,102,1.5,7,-7,210,1.1,.4,34,29,4.23,.6,1.8,3,4.5,.3,69,25,-99,-99,-99,.116,.116,190,70.3,57.6,3529,24.049999,1,0,0,1,"20070","20071","20070","20071","0",4,4,-99,-99
6.74e-06,0,18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,7,2,360,1.7,.31,4.75,2.5,2.25,.82,102,1.5,7,-7,210,1.1,.4,34,29,4.23,.6,1.8,3,4.5,.3,69,25,-99,-99,-99,.116,.116,190,70.3,57.6,3529,25.6,1,0,0,1,"20080","20081","20080","20081","0",4,4,-99,-99
9.40e-06,2,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,7,2,360,1.7,.31,4.75,2.5,2.25,.82,102,1.5,7,-7,210,1.1,.4,34,29,4.23,.6,1.8,3,4.5,.3,69,25,-99,-99,-99,.116,.116,190,70.3,57.6,3436,26.950001,1,0,0,1,"20090","20091","20090","20091","0",4,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.116,.116,,,,,,1,1,1,1,"20101","20101","20101","20101","0",-99,-99,-99,-99
.0000172,9,36,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,15,7,245,1,.37,2,3,2.6,.675,81,8,14.66667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.116,.116,185,67.9,56,2751,30.049999,1,1,0,1,"20051","20051","20050","20051","0",-99,3,-99,-99
.0000251,15,71,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,15,7,245,1,.37,2,3,2.6,.675,81,8,14.66667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.116,.116,185,67.9,56,2784,30.049999,1,1,0,1,"20061","20061","20060","20061","0",-99,3,-99,-99
.0000207,18,45,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,15,7,245,1,.37,2,3,2.6,.675,81,8,14.66667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.116,.116,185,67.9,56,2796,30.049999,1,1,0,1,"20071","20071","20070","20071","0",-99,3,-99,-99
.0000283,3,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,17,14,3,236,1.8,.32,3,4,3.4,1.05,119.5,4.5,19,2.5,284,1.8,.7,44,35,8.44,1.58,3.8,3.6,7.3,.8,79,44,-99,-99,-99,.107,.107,190.4,68.5,56.4,3237,23.6,1,0,0,1,"20050","20051","20050","20051","0",1,3,-99,-99
1.65e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,1,168,.9,.34,3,1,1.7,.57,63.5,3,5,-17.5,55,.7,.1,42,30,4.61,.77,1.5,2.9,4,.9,122,34,-99,-99,-99,.162,.162,200.7,78.2,72.8,4722,20.6,1,0,0,1,"20070","20071","20070","20071","0",4,4,-99,-99
2.09e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,1,168,.9,.34,3,1,1.7,.57,63.5,3,5,-17.5,55,.7,.1,42,30,4.61,.77,1.5,2.9,4,.9,122,34,-99,-99,-99,.162,.162,201.1,78.9,72.8,4700,19.6,1,0,0,1,"20080","20081","20080","20081","0",4,4,-99,-99
6.87e-06,0,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,1,168,.9,.34,3,1,1.7,.57,63.5,3,5,-17.5,55,.7,.1,42,30,4.61,.77,1.5,2.9,4,.9,122,34,-99,-99,-99,.162,.162,201.1,78.9,72.8,4700,20.15,1,0,0,1,"20090","20091","20090","20091","0",4,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.162,.162,,,,,,1,1,1,1,"20101","20101","20101","20101","0",-99,-99,-99,-99
.000013,1,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,11,1,550,2,.42,4.15,3,1.1,.365,52.5,4,10.66667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,204.9,72,68.6,4223,20.700001,1,1,0,1,"20051","20051","20050","20051","2005",-99,4,-99,-99
.0000119,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,11,1,550,2,.42,4.15,3,1.1,.365,52.5,4,10.66667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.204,.204,204.9,72,72,4221,21.15,1,1,0,1,"20061","20061","20060","20061","0",-99,4,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,11,1,550,2,.42,4.15,3,1.1,.365,52.5,4,10.66667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.204,.204,204.9,72,72,4221,21.15,1,1,0,1,"20071","20071","20070","20071","0",-99,4,-99,-99
9.16e-06,1,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,161.1,71.4,49.8,2860,23.6,1,1,1,1,"20071","20071","20071","20071","2007",-99,-99,-99,-99
5.37e-06,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,161.1,71.4,49.8,2860,21.700001,1,1,1,1,"20081","20081","20081","20081","2008",-99,-99,-99,-99
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,161.1,71.4,50.1,2860,21.700001,1,1,1,1,"20091","20091","20091","20091","2009",-99,-99,-99,-99
.00001,8,18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,12,2,364,1.5,.3,2.5,2,1.85,.455,69,1,17,-2,553,2.2,0,69,54,10.13,2.68,3.2,3.4,6.6,.6,65,23,-99,-99,-99,.216,.216,181.3,71.5,66.5,3207,25.25,1,0,0,1,"20050","20051","20050","20051","0",1,4,-99,-99
.0000122,11,31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,12,2,364,1.5,.3,2.5,2,1.85,.455,69,1,17,-2,553,2.2,0,69,54,10.13,2.68,3.2,3.4,6.6,.6,65,23,-99,-99,-99,.216,.216,181.3,71.5,66.5,3207,25.25,1,0,0,1,"20060","20061","20060","20061","0",1,4,-99,-99
