Probdriverdeath,carleft_impdeath,carfront_impdeath,so_lowerhingepillarmaxcm,so_footrestcm,so_lefttoepancm,so_brakepedalcm,so_parkingbrakecm,so_rockerpanellateralaveragecm,so_steeringcolumn,so_upperhingepillarmaxcm,so_upperdashcm,so_lowerinstrumentpanelcm,so_headheadhic15,so_necknecktensionkn,so_maximumnij,so_kneethighhipinjuryrisk,so_maximumtibiaindex,so_tibiaaxialforcekn,so_footaccelerationg,mo_footwellintrusionfootrestcm,mo_brakepedalcm,mo_apillarrearwardmovementcm,mo_headheadhic15,mo_necknecktensionkn,mo_maximumnij,mo_femurkn,mo_kneedisplacementmm,mo_maximumtibiaindex,mo_tibiaaxialforcekn,mo_footaccelerationg,mo_instrpanelrearmovement,mo_footwellintrusion,sd_bpillarto,sd_headhic15,sd_necknecktensionkn,sd_compressionkn,sd_torsomaximumdeflection,sd_averagedeflectionmm,sd_maximumdeflectionratems,sd_maximumviscouscriterionms,sd_pelvisiliacforcekn,sd_acetabulumforcekn,sd_combinedforcekn,sd_leftfemurleftfemurlmforcekn,sd_lmmomentnm,sd_apmomentnm,rf_curbweight,rf_peakforce,rf_strengthtoweightratio,rolloverpossibilityAvg,rolloverpossibilityAvg,med_lengthins,med_widthins,med_heighthins,med_weightlbs,med_epa_combined,RatingsMissing_SO,RatingsMissing_SD,RatingsMissing_MO,RatingsMissing_RF,RatingsMissing_SD_By_Year_FE,RatingsMissing_SO_By_Year_FE,RatingsMissing_MO_By_Year_FE,RatingsMissing_RF_By_Year_FE,RolloverPossYearMissing,floor_iihs_overall_sd,floor_iihs_overall_mo,floor_iihs_overall_so_driver,floor_iihs_overall_rf
.0000139,1,9,28,13,6,2,,7,9,22,21,19,108,1.4,.47,8,.845,1.65,80.5,5,8,1,304,2.5,.4,1.15,1,2.9,.375,66,1,7.666667,-10,258,1.3,.3,30,22,9.94,1.07,2.1,2.6,4.4,1.3,269,90,2523,13172,5.22,.124,.124,172,66.9,57.1,2480,31.950001,0,0,0,0,"20150","20150","20150","20150","0",3,4,1,4
5.41e-06,1,4,28,13,6,2,,7,9,22,21,19,108,1.4,.47,8,.845,1.65,80.5,5,8,1,304,2.5,.4,1.15,1,2.9,.375,66,1,7.666667,-10,258,1.3,.3,30,22,9.94,1.07,2.1,2.6,4.4,1.3,269,90,2523,13172,5.22,.124,.124,172,66.9,57.1,2480,31.950001,0,0,0,0,"20160","20160","20160","20160","0",3,4,1,4
0,0,0,28,13,6,2,,7,9,22,21,19,108,1.4,.47,8,.845,1.65,80.5,5,8,1,304,2.5,.4,1.15,1,2.9,.375,66,1,7.666667,-10,258,1.3,.3,30,22,9.94,1.07,2.1,2.6,4.4,1.3,269,90,2523,13172,5.22,.124,.124,172,66.9,57.1,2480,30.5,0,0,0,0,"20170","20170","20170","20170","0",3,4,1,4
.0000171,20,76,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11.333333,7,3,295,1.3000001,.25999999,3.975,6,3.125,.735,78.75,4.833333,13.33333,-2,301,1,.2,55,44,7.22,1.7,2.7,2.4,5,.4,255,38,-99,-99,-99,.111,.111,178.1,67.9,56.1,2635,30.15,1,0,0,1,"20050","20051","20050","20051","0",1,4,-99,-99
.0000163,13,40,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11.333333,7,3,295,1.3000001,.25999999,3.975,6,3.125,.735,78.75,4.833333,13.33333,-2,301,1,.2,55,44,7.22,1.7,2.7,2.4,5,.4,255,38,-99,-99,-99,.111,.111,178.1,67.9,56.1,2784,30.15,1,0,0,1,"20060","20061","20060","20061","0",1,4,-99,-99
.0000161,6,36,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,2,303,1,.53,3.95,6.5,2.85,.84,93,2,7.333333,,,,,,,,,,,,,,,-99,-99,-99,.107,.107,177.4,69.9,58.3,2723,31.6,1,0,0,1,"20070","20071","20070","20071","0",2,4,-99,-99
.0000121,6,30,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,2,303,1,.53,3.95,6.5,2.85,.84,93,2,7.333333,,,,,,,,,,,,,,,-99,-99,-99,.107,.107,177.4,69.9,58.3,2751,28.049999,1,0,0,1,"20080","20081","20080","20081","0",2,4,-99,-99
.0000112,2,19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,2,303,1,.53,3.95,6.5,2.85,.84,93,2,7.333333,,,,,,,,,,,,,,,-99,-99,-99,.107,.107,177.4,69.9,58.3,2723,28.049999,1,0,0,1,"20090","20091","20090","20091","0",2,4,-99,-99
.0000138,14,36,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,2,303,1,.53,3.95,6.5,2.85,.84,93,2,7.333333,-8.5,247,1.1,.6,45,40,4.72,1.03,3.2,2.4,5.6,.5,191,47,-99,-99,-99,.107,.107,177.4,69.9,58.3,2723,30.049999,1,0,0,1,"20100","20101","20100","20101","0",4,4,-99,-99
6.59e-06,3,22,22,11,7,0,,10,11,18,17,15,215,,0,0,.625,2.55,64.5,5,4,0,235,1.3,.28,1.25,2,2.6,.555,88.5,0,6,-14,257,1.15,.25,29.5,25.5,3.6849999,.345,1.9,1.3,3.0999999,.84999996,214,53.5,2748,13933,5.07,-99,-99,178.3,69.9,56.5,2661,36.150002,0,0,0,0,"20110","20110","20110","20110","2011",4,4,3,4
7.69e-06,6,13,22,11,7,0,,10,11,18,17,15,215,,0,0,.625,2.55,64.5,5,4,0,235,1.3,.28,1.25,2,2.6,.555,88.5,0,6,-14,257,1.15,.25,29.5,25.5,3.6849999,.345,1.9,1.3,3.0999999,.84999996,214,53.5,2748,13933,5.07,.073,.073,177.45,69.7,58.15,2799,30.275001,0,0,0,0,"20120","20120","20120","20120","0",4,4,3,4
5.87e-06,10,41,22,11,7,0,,10,11,18,17,15,215,,0,0,.625,2.55,64.5,5,4,0,235,1.3,.28,1.25,2,2.6,.555,88.5,0,6,-14,257,1.15,.25,29.5,25.5,3.6849999,.345,1.9,1.3,3.0999999,.84999996,214,53.5,2748,13933,5.07,.0545,.0545,178.3,69.9,56.5,2661,33.950001,0,0,0,0,"20130","20130","20130","20130","0",4,4,3,4
.0000113,7,17,22,11,7,0,,10,11,18,17,15,215,,0,0,.625,2.55,64.5,5,4,0,235,1.3,.28,1.25,2,2.6,.555,88.5,0,6,-14,257,1.15,.25,29.5,25.5,3.6849999,.345,1.9,1.3,3.0999999,.84999996,214,53.5,2748,13933,5.07,.0545,.0545,178.9,69.9,56.4,2817,30,0,0,0,0,"20140","20140","20140","20140","0",4,4,3,4
8.05e-06,2,12,22,11,7,0,,10,11,18,17,15,215,,0,0,.625,2.55,64.5,5,4,0,235,1.3,.28,1.25,2,2.6,.555,88.5,0,6,-14,257,1.15,.25,29.5,25.5,3.6849999,.345,1.9,1.3,3.0999999,.84999996,214,53.5,2748,13933,5.07,.0545,.0545,179.1,69.9,56.3,2773,31.5,0,0,0,0,"20150","20150","20150","20150","0",4,4,3,4
2.69e-06,1,4,22,11,7,0,,10,11,18,17,15,215,,0,0,.625,2.55,64.5,5,4,0,235,1.3,.28,1.25,2,2.6,.555,88.5,0,6,-14,257,1.15,.25,29.5,25.5,3.6849999,.345,1.9,1.3,3.0999999,.84999996,214,53.5,2748,13933,5.07,.109,.109,179.1,69.9,56.3,2773,31.5,0,0,0,0,"20160","20160","20160","20160","0",4,4,3,4
7.47e-07,0,2,5,3,1,2,,2,0,2,3,3,538,1.5,.26,0,.58,3.8,91.5,1,2.5,0,211.5,1.25,.27000001,.625,.75,2.075,.4025,54,.25,2.333333,-16.5,331,1.1,.3,42,34,5.8,.86,2.8,1.6,4.4,.9,137,86,2826,15369,5.44,.107,.107,179.1,70.9,56.5,2767,33.049999,0,0,0,0,"20170","20170","20170","20170","0",4,4,4,4
2.83e-06,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,11,1,322,1.2,.29,3.35,0,2.05,.465,103.5,3.5,14,-5.5,162,1.3,.2,35,30,4.25,.43,2,.8,2.5,.1,27,-17,4449,10260,2.31,.136,.136,202,78.1,71.5,4400,21.15,1,0,0,0,"20070","20071","20070","20070","0",4,4,-99,1
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.136,.136,202,78.1,71.5,4400,19.15,1,0,0,0,"20080","20081","20080","20080","0",4,4,-99,1
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,4,2,207,1.4,.24,2.05,2.5,2.55,.49,66,2.5,12,-9.5,188,1,.2,38,34,3.94,.59,3.7,.9,4.6,.2,117,39,4528,22032,4.87,-99,-99,203.1,74.4,58.7,4449,20.6,1,0,0,0,"20110","20111","20110","20110","2011",4,4,-99,4
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,4,2,207,1.4,.24,2.05,2.5,2.55,.49,66,2.5,12,-9.5,188,1,.2,38,34,3.94,.59,3.7,.9,4.6,.2,117,39,4528,22032,4.87,-99,-99,203.1,74.4,58.7,4449,18.6,1,0,0,0,"20120","20121","20120","20120","2012",4,4,-99,4
.0000136,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,4,2,207,1.4,.24,2.05,2.5,2.55,.49,66,2.5,12,-9.5,188,1,.2,38,34,3.94,.59,3.7,.9,4.6,.2,117,39,4528,22032,4.87,-99,-99,203.1,74.4,58.7,4486,18.6,1,0,0,0,"20130","20131","20130","20130","2013",4,4,-99,4
.0000113,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,4,2,207,1.4,.24,2.05,2.5,2.55,.49,66,2.5,12,-9.5,188,1,.2,38,34,3.94,.59,3.7,.9,4.6,.2,117,39,4528,22032,4.87,-99,-99,203.1,74.4,58.7,4486,18.6,1,0,0,0,"20140","20141","20140","20140","2014",4,4,-99,4
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,4,2,207,1.4,.24,2.05,2.5,2.55,.49,66,2.5,12,-9.5,188,1,.2,38,34,3.94,.59,3.7,.9,4.6,.2,117,39,4528,22032,4.87,-99,-99,203.1,74.4,58.7,4553,18.6,1,0,0,0,"20150","20151","20150","20150","2015",4,4,-99,4
0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,203.1,74.4,58.7,4553,18.6,1,1,1,1,"20161","20161","20161","20161","2016",-99,-99,-99,-99
.0000104,0,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,13,1,,1.2,.4,4.9,6,3.35,.51,105.5,2.25,11.16667,,,,,,,,,,,,,,,-99,-99,-99,.095,.095,195.9,74.4,58.1,3748,22.049999,1,0,0,1,"20090","20091","20090","20091","0",4,4,-99,-99
8.59e-06,1,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,13,1,,1.2,.4,4.9,6,3.35,.51,105.5,2.25,11.16667,-10,219,1,.34999999,44,36,5.3699999,.80500001,3.25,1.4,4.5499997,.5,149,144,3862,19000,4.92,.095,.095,182.3,73.4,54.5,3294,25.049999,1,0,0,0,"20100","20101","20100","20100","0",4,4,-99,4
4.38e-06,2,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,13,1,,1.2,.4,4.9,6,3.35,.51,105.5,2.25,11.16667,-10,219,1,.34999999,44,36,5.3699999,.80500001,3.25,1.4,4.5499997,.5,149,144,3862,19000,4.92,.0885,.0885,182.3,73.4,54.5,3294,25.049999,1,0,0,0,"20110","20111","20110","20110","0",4,4,-99,4
7.84e-06,3,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,13,1,,1.2,.4,4.9,6,3.35,.51,105.5,2.25,11.16667,-10,219,1,.34999999,44,36,5.3699999,.80500001,3.25,1.4,4.5499997,.5,149,144,3862,19000,4.92,.0885,.0885,182.3,73.4,54.5,3294,25.049999,1,0,0,0,"20120","20121","20120","20120","0",4,4,-99,4
7.62e-06,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,13,1,,1.2,.4,4.9,6,3.35,.51,105.5,2.25,11.16667,-10,219,1,.34999999,44,36,5.3699999,.80500001,3.25,1.4,4.5499997,.5,149,144,3862,19000,4.92,.082,.082,182.3,73.4,54.5,3362,25.049999,1,0,0,0,"20130","20131","20130","20130","0",4,4,-99,4
.0000101,0,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,13,1,,1.2,.4,4.9,6,3.35,.51,105.5,2.25,11.16667,-10,219,1,.34999999,44,36,5.3699999,.80500001,3.25,1.4,4.5499997,.5,149,144,3862,19000,4.92,.0885,.0885,189.3,73.9,56.4,3757,21.775,1,0,0,0,"20140","20141","20140","20140","0",4,4,-99,4
5.60e-06,0,1,5,19,13,5,,1,0,3,4,4,106,.8,.18,0,.425,1.55,69,1,3,0,154,1.3,.27,1.6,3.5,2.75,.545,68.5,-1,2.333333,-15.5,172,.4,.6,27,25,4.14,.45,1.3,1.7,2.9,.1,98,36,4323,21387,4.95,.095,.095,182.3,73.4,54.5,3514,19.6,0,0,0,0,"20150","20150","20150","20150","0",4,4,4,4
0,0,0,5,19,13,5,,1,0,3,4,4,106,.8,.18,0,.425,1.55,69,1,3,0,154,1.3,.27,1.6,3.5,2.75,.545,68.5,-1,2.333333,-15.5,172,.4,.6,27,25,4.14,.45,1.3,1.7,2.9,.1,98,36,4323,21387,4.95,.082,.082,182.3,73.4,54.5,3514,19.6,0,0,0,0,"20160","20160","20160","20160","0",4,4,4,4
.00001,4,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,7,3,359,1.6,.47,3.8,3.5,2.2,.695,83.5,5,16.33333,0,243,1.5,.1,38,33,5.51,.76,3.7,1.4,4.8,.2,50,17,-99,-99,-99,-99,-99,177.2,72.7,66,3549,21.700001,1,0,0,1,"20050","20051","20050","20051","2005",3,4,-99,-99
8.85e-06,4,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,7,3,359,1.6,.47,3.8,3.5,2.2,.695,83.5,5,16.33333,0,243,1.5,.1,38,33,5.51,.76,3.7,1.4,4.8,.2,50,17,-99,-99,-99,-99,-99,177.2,72.7,66,3549,21.700001,1,0,0,1,"20060","20061","20060","20061","2006",3,4,-99,-99
5.76e-06,4,25,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,1,234,1.3,.31,4.45,1,2.6,.495,78,3,11.66667,-10.5,133,1.4,.1,39,32,4.77,.65,3.2,1.3,4.3,.2,76,48,-99,-99,-99,-99,-99,184.1,74.4,67.9,3727,22.25,1,0,0,1,"20070","20071","20070","20071","2007",4,4,-99,-99
3.65e-06,4,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,1,234,1.3,.31,4.45,1,2.6,.495,78,3,11.66667,-10.5,133,1.4,.1,39,32,4.77,.65,3.2,1.3,4.3,.2,76,48,-99,-99,-99,-99,-99,184.1,74.4,67.9,3727,20.15,1,0,0,1,"20080","20081","20080","20081","2008",4,4,-99,-99
4.02e-06,3,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,1,234,1.3,.31,4.45,1,2.6,.495,78,3,11.66667,-10.5,133,1.4,.1,39,32,4.77,.65,3.2,1.3,4.3,.2,76,48,-99,-99,-99,-99,-99,184.1,74.4,67.9,3727,20.15,1,0,0,1,"20090","20091","20090","20091","2009",4,4,-99,-99
6.01e-06,3,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,1,234,1.3,.31,4.45,1,2.6,.495,78,3,11.66667,-10.5,133,1.4,.1,39,32,4.77,.65,3.2,1.3,4.3,.2,76,48,-99,-99,-99,-99,-99,184.1,74.4,67.9,3688,22.15,1,0,0,1,"20100","20101","20100","20101","2010",4,4,-99,-99
5.94e-06,0,11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,1,234,1.3,.31,4.45,1,2.6,.495,78,3,11.66667,-10.5,133,1.4,.1,39,32,4.77,.65,3.2,1.3,4.3,.2,76,48,4008,17554,4.38,-99,-99,184.1,74.4,67.9,3688,22.15,1,0,0,0,"20110","20111","20110","20110","2011",4,4,-99,4
5.18e-06,0,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,10,1,234,1.3,.31,4.45,1,2.6,.495,78,3,11.66667,-10.5,133,1.4,.1,39,32,4.77,.65,3.2,1.3,4.3,.2,76,48,4008,17554,4.38,-99,-99,184.1,74.4,67.9,3725,23.6,1,0,0,0,"20120","20121","20120","20120","2012",4,4,-99,4
3.71e-06,2,6,26,13,6,6,21,16,8,19,18,14,75,1.2,.24,1.5,.94,1.3,79,5,8,1,180,1,.22,.6,1.5,1.7,.335,49.5,2,9.666667,-15,165,1,.2,27,20,7,.5,1.8,1.5,3.2,.8,182,34,3877,16982,4.38,-99,-99,184.6,74,66.1,3459,26.950001,0,0,0,0,"20130","20130","20130","20130","2013",4,4,2,4
4.28e-06,1,6,26,13,6,6,21,16,8,19,18,14,75,1.2,.24,1.5,.94,1.3,79,5,8,1,180,1,.22,.6,1.5,1.7,.335,49.5,2,9.666667,-15,165,1,.2,27,20,7,.5,1.8,1.5,3.2,.8,182,34,3877,16982,4.38,-99,-99,188.85,74.1,66.3,3681.5,22.15,0,0,0,0,"20140","20140","20140","20140","2014",4,4,2,4
9.49e-07,0,1,26,13,6,6,21,16,8,19,18,14,75,1.2,.24,1.5,.94,1.3,79,5,8,1,180,1,.22,.6,1.5,1.7,.335,49.5,2,9.666667,-15,165,1,.2,27,20,7,.5,1.8,1.5,3.2,.8,182,34,3877,16982,4.38,-99,-99,188.85,74.1,66.3,3681.5,22.15,0,0,0,0,"20150","20150","20150","20150","2015",4,4,2,4
1.20e-06,0,0,26,13,6,6,21,16,8,19,18,14,75,1.2,.24,1.5,.94,1.3,79,5,8,1,180,1,.22,.6,1.5,1.7,.335,49.5,2,9.666667,-15,165,1,.2,27,20,7,.5,1.8,1.5,3.2,.8,182,34,3877,16982,4.38,-99,-99,188.85,74.1,66.3,3681.5,22.15,0,0,0,0,"20160","20160","20160","20160","2016",4,4,2,4
0,0,0,7.5,9,5,2.5,8,2.5,0,5.5,6.5,4,98.5,.8,.175,.75,.445,1.4,54.5,2,5,0,159,1.1,.19,.75,2,1.6,.325,44,.5,3.333333,-15,165,1,.2,27,20,7,.5,1.8,1.5,3.2,.8,182,34,3877,16982,4.38,-99,-99,189.05,74.1,66.3,3825,22.425,0,0,0,0,"20170","20170","20170","20170","2017",4,4,4,4
.000013,11,32,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,12,27,10,275,1.4,.32,4.4,6,4.2,.97,102.5,11,23.33333,1.5,484,1.3,.1,57,39,6.98,1.9,4.7,3.8,8.3,.9,92,35,-99,-99,-99,.101,.101,186.9,71.7,56,3181,25.6,1,0,0,1,"20050","20051","20050","20051","0",1,3,-99,-99
7.68e-06,11,45,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,12,1.5,212,1.2,.68,3.1,6.5,1.95,.56,66,6,11.5,-1,294,1.2,.1,49,39,6.6,1.17,4.6,3.2,7.7,.4,65,44,3312,10332,3.12,.103,.103,188.9,72.1,58,3253,28.5,1,0,0,0,"20060","20061","20060","20060","0",3,4,-99,2
8.33e-06,6,31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,12,1.5,212,1.2,.68,3.1,6.5,1.95,.56,66,6,11.5,-1,294,1.2,.1,49,39,6.6,1.17,4.6,3.2,7.7,.4,65,44,3312,10332,3.12,.103,.103,188.9,72.1,58,3266,28.049999,1,0,0,0,"20070","20071","20070","20070","0",3,4,-99,2
7.83e-06,5,22,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,12,1.5,212,1.2,.68,3.1,6.5,1.95,.56,66,6,11.5,-1,294,1.2,.1,49,39,6.6,1.17,4.6,3.2,7.7,.4,65,44,3312,10332,3.12,.103,.103,188.9,72.1,58,3253,25.5,1,0,0,0,"20080","20081","20080","20080","0",3,4,-99,2
7.82e-06,8,35,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,12,1.5,212,1.2,.68,3.1,6.5,1.95,.56,66,6,11.5,-1,294,1.2,.1,49,39,6.6,1.17,4.6,3.2,7.7,.4,65,44,3312,10332,3.12,.103,.103,188.9,72.1,58,3292,25.950001,1,0,0,0,"20090","20091","20090","20090","0",3,4,-99,2
.0000115,5,22,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,12,1.5,212,1.2,.68,3.1,6.5,1.95,.56,66,6,11.5,-1,294,1.2,.1,49,39,6.6,1.17,4.6,3.2,7.7,.4,65,44,3312,10332,3.12,.103,.103,188.9,72.1,58,3292,25.950001,1,0,0,0,"20100","20101","20100","20100","0",3,4,-99,2
7.42e-06,12,46,24,15,10,6,28,8,5,15,18,16,123,1.4,.25,0,.775,2.1,110,3,10.5,1,189,1.25,.255,1.475,1.5,2.05,.3775,93.5,1,7.833333,-11,455,1.2,.3,33,31,2.9,.41,1.7,2.5,4.2,1.1,212,73,3215,15736,4.89,.097,.097,189.8,72.2,57.9,3161,28.950001,0,0,0,0,"20110","20110","20110","20110","0",4,4,2,4
5.70e-06,4,22,24,15,10,6,28,8,5,15,18,16,123,1.4,.25,0,.775,2.1,110,3,10.5,1,189,1.25,.255,1.475,1.5,2.05,.3775,93.5,1,7.833333,-11,455,1.2,.3,33,31,2.9,.41,1.7,2.5,4.2,1.1,212,73,3215,15736,4.89,.097,.097,189.8,72.2,57.9,3161,28.950001,0,0,0,0,"20120","20120","20120","20120","0",4,4,2,4
5.69e-06,5,29,24,15,10,6,28,8,5,15,18,16,123,1.4,.25,0,.775,2.1,110,3,10.5,1,189,1.25,.255,1.475,1.5,2.05,.3775,93.5,1,7.833333,-11,455,1.2,.3,33,31,2.9,.41,1.7,2.5,4.2,1.1,212,73,3215,15736,4.89,.097,.097,189.8,72.2,57.8,3309,33.100001,0,0,0,0,"20130","20130","20130","20130","0",4,4,2,4
7.76e-06,4,10,24,15,10,6,28,8,5,15,18,16,123,1.4,.25,0,.775,2.1,110,3,10.5,1,189,1.25,.255,1.475,1.5,2.05,.3775,93.5,1,7.833333,-11,455,1.2,.3,33,31,2.9,.41,1.7,2.5,4.2,1.1,212,73,3215,15736,4.89,.097,.097,189.8,72.2,57.8,3351,33.100001,0,0,0,0,"20140","20140","20140","20140","0",4,4,2,4
4.37e-06,1,14,11,6,2,1,9,3,0,4,6,5,405,1.7,.34,0,.65,2.35,109,6,10,0,186,1.5,.28,.8,1.5,1.6,.405,46.5,.5,7,-15.5,303,.3,.9,34,30,3.87,.39,1.6,2,3.6,.4,125,-34,3285,17046,5.19,.105,.105,190.45,72.8,57.9,3380,34.1,0,0,0,0,"20150","20150","20150","20150","0",4,4,3,4
1.34e-06,0,2,14,7,4,3,13,3,4,11,11,9,152,1.2,.22,0,.595,1.5,118.5,6,10,0,186,1.5,.28,.8,1.5,1.6,.405,46.5,.5,7,-15.5,303,.3,.9,34,30,3.87,.39,1.6,2,3.6,.4,125,-34,3285,17046,5.19,.105,.105,191.1,73.4,58,3373.5,36.324999,0,0,0,0,"20160","20160","20160","20160","0",4,4,4,4
8.70e-07,0,1,14,7,4,3,13,3,4,11,11,9,152,1.2,.22,0,.595,1.5,118.5,6,10,0,186,1.5,.28,.8,1.5,1.6,.405,46.5,.5,7,-15.5,303,.3,.9,34,30,3.87,.39,1.6,2,3.6,.4,125,-34,3285,17046,5.19,.105,.105,191.1,73.4,57.9,3497,41.700001,0,0,0,0,"20170","20170","20170","20170","0",4,4,4,4
.0000272,4,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.109,.109,173,69.3,52.3,2940,26.700001,1,1,1,1,"20051","20051","20051","20051","0",-99,-99,-99,-99
.0000302,8,15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.109,.109,173,69.3,52.4,2898,26.700001,1,1,1,1,"20061","20061","20061","20061","0",-99,-99,-99,-99
.0000125,3,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.109,.109,173,69.3,52.4,2898,26.6,1,1,1,1,"20071","20071","20071","20071","0",-99,-99,-99,-99
.0000442,6,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.109,.109,173,69.3,52.4,2898,26.6,1,1,1,1,"20081","20081","20081","20081","0",-99,-99,-99,-99
6.12e-06,1,13,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,11,2,270,1.3,.36,4.75,.5,4.1,1.165,106,3.5,15.33333,-5.5,295,1.8,0,39,31,5.79,.82,4.7,1.8,6.5,.4,66,-17,3638,8834,2.43,-99,-99,170.3,70.7,66.1,3240,24.25,1,0,0,0,"20050","20051","20050","20050","2005",3,3,-99,1
7.40e-06,3,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11,11,2,270,1.3,.36,4.75,.5,4.1,1.165,106,3.5,15.33333,-5.5,295,1.8,0,39,31,5.79,.82,4.7,1.8,6.5,.4,66,-17,3638,8834,2.43,.1885,.1885,170.3,70.7,66.1,3240,24.25,1,0,0,0,"20060","20061","20060","20060","0",3,3,-99,1
